Release date,Last Updated,CVE Number,CVE Title,CVE Link,MRSC Link,Impact,Max Severity,Tag,Vector String,Mitigations,Workarounds
10-Oct-23,10-Oct-23,CVE-2023-36583,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36583,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36583,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36584,Windows Mark of the Web Security Feature Bypass Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36584,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36584,Security Feature Bypass,Important,Windows Mark of the Web (MOTW),CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L/E:F/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36585,Active Template Library Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36585,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36585,Denial of Service,Important,Windows Active Template Library,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36589,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36589,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36589,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36590,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36590,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36590,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36591,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36591,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36591,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36592,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36592,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36592,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36593,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36593,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36593,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36594,Windows Graphics Component Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36594,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36594,Elevation of Privilege,Important,Microsoft Graphics Component,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36596,Remote Procedure Call Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36596,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36596,Information Disclosure,Important,Windows Remote Procedure Call,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36598,Microsoft WDAC ODBC Driver Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36598,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36598,Remote Code Execution,Important,Microsoft WDAC ODBC Driver,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36602,Windows TCP/IP Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36602,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36602,Denial of Service,Important,Windows TCP/IP,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36603,Windows TCP/IP Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36603,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36603,Denial of Service,Important,Windows TCP/IP,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,"<p>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">mitigating factors</a> might be helpful in your situation:</p><p>This vulnerability requires a non-default firewall setting of <strong>EnablePacketQueue</strong>. With the default configuration of  <strong>EnablePacketQueue</strong> as <strong>Not configured (none)</strong>, systems are not vulnerable. This setting can be set through Intune/MDM or a group policy setting. <strong>EnablePacketQueue</strong> is an Intune Endpoint Protection feature, but also a standard firewall feature. For more information, see <a href=""https://learn.microsoft.com/en-us/windows/client-management/mdm/firewall-csp"">Firewall CSP</a>.</p>",
10-Oct-23,10-Oct-23,CVE-2023-36605,Windows Named Pipe Filesystem Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36605,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36605,Elevation of Privilege,Important,Windows Named Pipe File System,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36606,Microsoft Message Queuing Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36606,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36606,Denial of Service,Important,Windows Message Queuing,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36698,Windows Kernel Security Feature Bypass Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36698,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36698,Security Feature Bypass,Important,Windows Kernel,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36701,Microsoft Resilient File System (ReFS) Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36701,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36701,Elevation of Privilege,Important,Windows Resilient File System (ReFS),CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36702,Microsoft DirectMusic Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36702,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36702,Remote Code Execution,Important,Windows Microsoft DirectMusic,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36703,DHCP Server Service Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36703,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36703,Denial of Service,Important,Windows DHCP Server,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36704,Windows Setup Files Cleanup Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36704,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36704,Remote Code Execution,Important,Windows Setup Files Cleanup,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36706,Windows Deployment Services Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36706,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36706,Information Disclosure,Important,Windows Deployment Services,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36707,Windows Deployment Services Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36707,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36707,Denial of Service,Important,Windows Deployment Services,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36709,Microsoft AllJoyn API Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36709,Denial of Service,Important,Windows AllJoyn API,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36710,Windows Media Foundation Core Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36710,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36710,Remote Code Execution,Important,Microsoft Windows Media Foundation,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36711,Windows Runtime C++ Template Library Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36711,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36711,Elevation of Privilege,Important,Windows Runtime C++ Template Library,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36712,Windows Kernel Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36712,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36712,Elevation of Privilege,Important,Windows Kernel,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36713,Windows Common Log File System Driver Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36713,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36713,Information Disclosure,Important,Windows Common Log File System Driver,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36717,Windows Virtual Trusted Platform Module Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36717,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36717,Denial of Service,Important,Windows TPM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36720,Windows Mixed Reality Developer Tools Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36720,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36720,Denial of Service,Important,Windows Mixed Reality Developer Tools,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36721,Windows Error Reporting Service Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36721,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36721,Elevation of Privilege,Important,Windows Error Reporting,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36722,Active Directory Domain Services Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36722,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36722,Information Disclosure,Important,Active Directory Domain Services,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36723,Windows Container Manager Service Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36723,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36723,Elevation of Privilege,Important,Windows Container Manager Service,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36724,Windows Power Management Service Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36724,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36724,Information Disclosure,Important,Windows Power Management Service,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36725,Windows Kernel Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36725,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36725,Elevation of Privilege,Important,Windows NT OS Kernel,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36726,Windows Internet Key Exchange (IKE) Extension Elevation of Privilege  Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36726,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36726,Elevation of Privilege,Important,Windows IKE Extension,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,11-Oct-23,CVE-2023-36728,Microsoft SQL Server Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36728,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36728,Denial of Service,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36729,Named Pipe File System Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36729,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36729,Elevation of Privilege,Important,Windows Named Pipe File System,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,11-Oct-23,CVE-2023-36730,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36730,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36730,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,"<p><strong>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">mitigating factors</a> might be helpful in your situation:</strong></p><p>Exploitation of this vulnerability requires an attacker to trick or convince the victim into connecting to their malicious server. If your environment only connects to known, trusted servers and there is no ability to reconfigure existing connections to point to another location (for example you use TLS encryption with certificate validation), the vulnerability cannot be exploited.</p>",
10-Oct-23,10-Oct-23,CVE-2023-36731,Win32k Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36731,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36731,Elevation of Privilege,Important,Windows Win32K,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36732,Win32k Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36732,Elevation of Privilege,Important,Windows Win32K,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-41772,Win32k Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-41772,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41772,Elevation of Privilege,Important,Windows Win32K,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-41766,Windows Client Server Run-time Subsystem (CSRSS) Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-41766,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41766,Elevation of Privilege,Important,Client Server Run-time Subsystem (CSRSS),CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-41763,Skype for Business Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-41763,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41763,Elevation of Privilege,Important,Skype for Business,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:P/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36737,Azure Network Watcher VM Agent Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36737,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36737,Elevation of Privilege,Important,Azure,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-38171,Microsoft QUIC Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-38171,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38171,Denial of Service,Important,Microsoft QUIC,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36902,Windows Runtime Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36902,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36902,Remote Code Execution,Important,Windows Client/Server Runtime Subsystem,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
12-Sep-23,10-Oct-23,CVE-2023-36794,Visual Studio Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36794,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36794,Remote Code Execution,Important,.NET and Visual Studio,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
8-Aug-23,10-Oct-23,CVE-2023-21709,Microsoft Exchange Server Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-21709,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21709,Elevation of Privilege,Important,Microsoft Exchange Server,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
15-Jun-23,11-Oct-23,CVE-2023-29349,Microsoft ODBC and OLE DB Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-29349,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29349,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,"<p><strong>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">mitigating factors</a> might be helpful in your situation:</strong></p><p>Exploitation of this vulnerability requires an attacker to trick or convince the victim into connecting to their malicious server. If your environment only connects to known, trusted servers and there is no ability to reconfigure existing connections to point to another location (for example you use TLS encryption with certificate validation), the vulnerability cannot be exploited.</p>",
15-Jun-23,11-Oct-23,CVE-2023-32028,Microsoft SQL OLE DB Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-32028,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32028,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
15-Jun-23,11-Oct-23,CVE-2023-32027,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-32027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32027,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
15-Jun-23,11-Oct-23,CVE-2023-32026,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-32026,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32026,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
15-Jun-23,11-Oct-23,CVE-2023-32025,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-32025,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32025,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
15-Jun-23,11-Oct-23,CVE-2023-29356,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-29356,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29356,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,"<p><strong>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">mitigating factors</a> might be helpful in your situation:</strong></p><p>Exploitation of this vulnerability requires an attacker to trick or convince the victim into connecting to their malicious server. If your environment only connects to known, trusted servers and there is no ability to reconfigure existing connections to point to another location (for example you use TLS encryption with certificate validation), the vulnerability cannot be exploited.</p>",
11-Apr-23,11-Oct-23,CVE-2023-28304,Microsoft ODBC and OLE DB Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-28304,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28304,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,,
11-Apr-23,11-Oct-23,CVE-2023-23375,Microsoft ODBC and OLE DB Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-23375,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23375,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,,
13-Aug-19,10-Oct-23,ADV190023,Microsoft Guidance for Enabling LDAP Channel Binding and LDAP Signing,https://www.cve.org/CVERecord?id=ADV190023,https://msrc.microsoft.com/update-guide/vulnerability/ADV190023,None,None,Windows Active Directory,,,
4-Oct-23,4-Oct-23,CVE-2023-5346,Chromium: CVE-2023-5346 Type Confusion in V8,https://www.cve.org/CVERecord?id=CVE-2023-5346,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5346,,,Microsoft Edge (Chromium-based),,,
12-Sep-23,11-Oct-23,CVE-2023-4863,Chromium: CVE-2023-4863 Heap buffer overflow in WebP,https://www.cve.org/CVERecord?id=CVE-2023-4863,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4863,,,Microsoft Edge (Chromium-based),,,
13-Nov-18,10-Oct-23,ADV990001,Latest Servicing Stack Updates,https://www.cve.org/CVERecord?id=ADV990001,https://msrc.microsoft.com/update-guide/vulnerability/ADV990001,,,Servicing Stack Updates,,,
